Document Type,Authors,Title,Source,Year,Link,Abstract,Keywords
Article,"Li Z., Jiang J., Zhou H., Zheng Q., Liu X., Chen K., Weng H., Chen W.",Development of a deep learning-based image eligibility verification system for detecting and filtering out ineligible fundus images: A multicentre study,International Journal of Medical Informatics,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098560497&doi=10.1016%2fj.ijmedinf.2020.104363&partnerID=40&md5=90db1e9c68fb5b2381b990e32b871526,"Background: Recent advances in artificial intelligence (AI) have shown great promise in detecting some diseases based on medical images. Most studies developed AI diagnostic systems only using eligible images. However, in real-world settings, ineligible images (including poor-quality and poor-location images) that can compromise downstream analysis are inevitable, leading to uncertainty about the performance of these AI systems. This study aims to develop a deep learning-based image eligibility verification system (DLIEVS) for detecting and filtering out ineligible fundus images. Methods: A total of 18,031 fundus images (9,188 subjects) collected from 4 clinical centres were used to develop and evaluate the DLIEVS for detecting eligible, poor-location, and poor-quality fundus images. Four deep learning algorithms (AlexNet, DenseNet121, Inception V3, and ResNet50) were leveraged to train models to obtain the best model for the DLIEVS. The performance of the DLIEVS was evaluated using the area under the receiver operating characteristic curve (AUC), sensitivity, and specificity, as compared with a reference standard determined by retina experts. Results: In the internal test dataset, the best algorithm (DenseNet121) achieved AUCs of 1.000, 0.999, and 1.000 for the classification of eligible, poor-location, and poor-quality images, respectively. In the external test datasets, the AUCs of the best algorithm (DenseNet121) for detecting eligible, poor-location, and poor-quality images were ranged from 0.999–1.000, 0.997–1.000, and 0.997–0.999, respectively. Conclusions: Our DLIEVS can accurately discriminate poor-quality and poor-location images from eligible images. This system has the potential to serve as a pre-screening technique to filter out ineligible images obtained from real-world settings, ensuring only eligible images will be applied in the subsequent image-based AI diagnostic analyses. © 2020 Elsevier B.V.",Artificial intelligence; Deep learning; Eligibility; fundus image
Conference Paper,"Ghosh S.K., Biswas B., Ghosh A.",A Novel Enhancement and Segmentation of Color Retinal Image Based on Fuzzy Measure and Fuzzy Integral,Advances in Intelligent Systems and Computing,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077121848&doi=10.1007%2f978-981-13-9042-5_2&partnerID=40&md5=a47f5bb49b71714a6e8dfef00fa74654,"Image enhancement and segmentation are predominating methods in image processing and are widely used in ophthalmology for the diagnosis of various eye diseases such as diabetic retinopathy, glaucoma. Especially, retinal image segmentation is vastly required to extract certain features that can facilitate in diagnosis and treatment of eye. Due to the acquisition process, color retinal images can suffer from poor contrast, thus enhancement is essential in ophthalmology. In this work, a novel fuzzy color image enhancement and segmentation technique has been suggested to overcome the problem of low and variation of contrast, and segment in retinal images. This paper provides a special fuzzy computation on retinal image such as fuzzy measure which is used for enhancement and fuzzy integral is applied for segmentation. The proposed algorithm can accomplish excellent contrast and a segment of an image object that endows feasibility in diagnosis from retinal image. © 2020, Springer Nature Singapore Pte Ltd.",Fuzzy integral; Fuzzy measure; Fuzzy partition; Image enhancement; Image segmentation
Conference Paper,Tavakoli M.,Automated Optic Disk Detection in Fundus Images using a Combination of Deep Learning and Local Histogram Matching,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132040826&doi=10.1117%2f12.2611561&partnerID=40&md5=ddb674fd978cd5ea5f7221352713ef79,"Retinal images have been used in the diagnosis of many ocular diseases such as glaucoma and diabetic retinopathy. Here, automatic detection of optic disk (OD) is essential in deriving clinical parameters to assist clinical diagnosis. In fact, detecting OD center and its boundary is the essential step of most vessel segmentation, disease diagnostic, and retinal recognition algorithms. In this study, we proposed a new approach for localizing OD by combining local histogram matching and the concept of deep learning. The algorithm is composed of 4 steps, Image partitioning, Local histogram matching and validation, Convolutional Neural Network (CNN) classification, and OD detection. Here, we used OD of the five reference retinal images in each dataset to extract the histograms of each color channel. Then, we calculated the mean of histograms for each channel as template for creating some OD candidates. An AlexNet-like CNN was applied to classify candidates as ODs or nonODs. The candidates used as an input to feed the CNN for final classification. In this study, we worked on three databases (one rural, MUMS-DB, and two publicly available databases, DRIVE, STARE) including 520 retinal images to evaluate the proposed method. The accuracy of our algorithm was 100%, 90%, and 95% for the DRIVE, STARE, and MUMS-DB respectively. It is shown that this method provides higher detection rates than the existing methods that have reported. © 2022 SPIE",Computer aided diagnosis; Convolutional neural networks; Deep learning; Eye protection; Graphic methods; Medical imaging; Automatic Detection; Convolutional neural network; Diabetic retinopathy; Fundus image; Histogram matching; Local histogram; Ocular disease; Optic disk detections; Optic disks; Retinal image; Ophthalmology
Article,"Pan X., Jin K., Cao J., Liu Z., Wu J., You K., Lu Y., Xu Y., Su Z., Jiang J., Yao K., Ye J.",Multi-label classification of retinal lesions in diabetic retinopathy for automatic analysis of fundus fluorescein angiography based on deep learning,Graefe's Archive for Clinical and Experimental Ophthalmology,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078049283&doi=10.1007%2fs00417-019-04575-w&partnerID=40&md5=d5f9aad25fd03438e656731e3f9f60b1,"Purpose: To automatically detect and classify the lesions of diabetic retinopathy (DR) in fundus fluorescein angiography (FFA) images using deep learning algorithm through comparing 3 convolutional neural networks (CNNs). Methods: A total of 4067 FFA images from Eye Center at the Second Affiliated Hospital of Zhejiang University School of Medicine were annotated with 4 kinds of lesions of DR, including non-perfusion regions (NP), microaneurysms, leakages, and laser scars. Three CNNs including DenseNet, ResNet50, and VGG16 were trained to achieve multi-label classification, which means the algorithms could identify 4 retinal lesions above at the same time. Results: The area under the curve (AUC) of DenseNet reached 0.8703, 0.9435, 0.9647, and 0.9653 for detecting NP, microaneurysms, leakages, and laser scars, respectively. For ResNet50, AUC was 0.8140 for NP, 0.9097 for microaneurysms, 0.9585 for leakages, and 0.9115 for laser scars. And for VGG16, AUC was 0.7125 for NP, 0.5569 for microaneurysms, 0.9177 for leakages, and 0.8537 for laser scars. Conclusions: Experimental results demonstrate that DenseNet is a suitable model to automatically detect and distinguish retinal lesions in the FFA images with multi-label classification, which lies the foundation of automatic analysis for FFA images and comprehensive diagnosis and treatment decision-making for DR. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.",Deep learning; Diabetic retinopathy; Fundus fluorescein angiography; Multi-label classification
Conference Paper,"Sheikh S., Qidwai U.",Smartphone-based diabetic retinopathy severity classification using convolution neural networks,Advances in Intelligent Systems and Computing,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090098659&doi=10.1007%2f978-3-030-55190-2_35&partnerID=40&md5=f5ca5676a38ca77e533d013617472f65,"With diabetes growing at an alarming rate, changes in the retina causes a condition called diabetic retinopathy which eventually leads to blindness. Early detection of diabetic retinopathy is the best way to provide good timely treatment and thus prevent blindness. Many developed countries have put forward well-structured screening programs which screens every person diagnosed with diabetes at regular intervals. However, the cost of running these programs is increasing with ever increasing disease burden. These screening programs require well trained opticians or ophthalmologist and the global shortage of health care professionals is putting a pressing need to develop screening tools with POCT (Point-Of-Care-Technology). Using smartphone-based screening tools will help process and generate a plan for the patients thus skipping the health care provider needed to just classify the disease. In this paper, we trained and validated 4 different classifiers using VGG16, Resnet50, InceptionV3 and DenseNet121 algorithms on the Retinal fundus Kaggle dataset to segment the parts of the retina. We experimented with different image preprocessing techniques and employed various hyperparameter tuning to build a good model. We achieved the best model with DenseNet161 with a kappa score of 0.9025, sensitivity 90% and specificity 87% validated on the same dataset and compared the results. We used this model in an android application to predict the severity of retinal fundus images which can later be tested in clinical environments. © Springer Nature Switzerland AG 2021.",Android application; Convolutional neural networks; Deep learning; Diabetic retinopathy
Conference Paper,"Lei G., Xia Y., Zhang W., Chen D., Wang D.",Comparative Analysis of Pre-process Pipelines for Automatic Retinal Vessel Segmentation,"Chinese Control Conference, CCC",2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091398974&doi=10.23919%2fCCC50068.2020.9189391&partnerID=40&md5=4b58f8506102826c56d4fa7a953fe413,"Retinal vessel structure is an unique individual characteristic and important biology marker of many diseases, like Diabetic Retinopathy (DR), cardiovascular ailment, and so on. Automatic retinal vessel segmentation can be used to assist the early diagnosis of above diseases, but suffers from the poor quality and low contrast of fundus images. To eliminate the noise in the fundus images, many pre-process pipelines are designed to normalize and enhance the fundus images. However, the specific operations in pre-process pipelines of the fundus images haven't been distinguished from operations in normalization of natural images. This paper collects a dozen of pre-process pipelines from published retinal vessel segmentation researches, and proposes five general patterns of these pre-process pipelines. Furthermore, we test the flexibility of five classical pre-process pipelines on public retinal vessel datasets with a Dense-UNet model. Experiments demonstrate that the ""Hiera"" pre-process pipeline and the ""DUNet"" pre-process pipeline outperform the rest pipelines in assisting the Dense-UNet to segment the retinal vessels. © 2020.",deep learning; pre-process pipeline; Retinal vessel segmentation
Article,"Dagliati A., Marini S., Sacchi L., Cogni G., Teliti M., Tibollo V., De Cata P., Chiovato L., Bellazzi R.",Machine Learning Methods to Predict Diabetes Complications,Journal of Diabetes Science and Technology,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042196404&doi=10.1177%2f1932296817706375&partnerID=40&md5=1bce5db4614d6e725285f2acf22a3f03,"One of the areas where Artificial Intelligence is having more impact is machine learning, which develops algorithms able to learn patterns and decision rules from data. Machine learning algorithms have been embedded into data mining pipelines, which can combine them with classical statistical strategies, to extract knowledge from data. Within the EU-funded MOSAIC project, a data mining pipeline has been used to derive a set of predictive models of type 2 diabetes mellitus (T2DM) complications based on electronic health record data of nearly one thousand patients. Such pipeline comprises clinical center profiling, predictive model targeting, predictive model construction and model validation. After having dealt with missing data by means of random forest (RF) and having applied suitable strategies to handle class imbalance, we have used Logistic Regression with stepwise feature selection to predict the onset of retinopathy, neuropathy, or nephropathy, at different time scenarios, at 3, 5, and 7 years from the first visit at the Hospital Center for Diabetes (not from the diagnosis). Considered variables are gender, age, time from diagnosis, body mass index (BMI), glycated hemoglobin (HbA1c), hypertension, and smoking habit. Final models, tailored in accordance with the complications, provided an accuracy up to 0.838. Different variables were selected for each complication and time scenario, leading to specialized models easy to translate to the clinical practice. © 2017, © 2017 Diabetes Technology Society.",Data Mining; Machine Learning; Microvascular Complications; Risk Predictions; Type 2 Diabetes
Conference Paper,"Smaida M., Yaroshchak S.",Bagging of convolutional neural networks for diagnostic of eye diseases,CEUR Workshop Proceedings,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085216476&partnerID=40&md5=760bbff549e4fdeae1e98d7396070ba0,"Deep learning is a subset of machine learning where artificial neural networks, algorithms inspired by the structure of the human brain itself, learn from large amounts of data. In this paper, we will introduce the part of the techniques of deep learning to perform multi-class classification, in order to classify eye diseases. One of the biggest issues in image recognition is the classification of medical images, and it aims to classify medical images into different categories to help doctors diagnose the disease. But the most important idea will be addressed in our paper is the evaluation performance model using a bagging ensemble. In this study, we will compare three models of the convolutional neural network, CNN, Vgg16 and InceptionV3 in order to evaluate the performance of the models using bagging ensemble. In our work, a deep learning convolutional network based on Keras and Tensor Flow is deployed using python for image classification. A number of different medical images have been used as a data set to diagnose eye diseases, which contain four types of diseases such as, Diabetic retinopathy, Glaucoma, Myopia and Normal. CNN, VGG16 and InceptionV3 neural network structures are compared singly and together using bagging ensemble, in order to diagnose eye diseases. All experiments were applied and the result was obtained. It has been shown that using a bagging ensemble yields better predictive efficiency than can be obtained using learning algorithms alone. Moreover, the use of the confusion matrix in our experiments shows us where our classifiers are confused when it makes predictions. © 2020 for this paper by its authors.",Bagging; Deep Learning; Diabetic retinopathy; Ensemble learning; Eye diseases; Glaucoma; InceptionV3; Myopia; Vgg16
Article,"Mitra A., Banerjee P.S., Roy S., Roy S., Setua S.K.",The region of interest localization for glaucoma analysis from retinal fundus image using deep learning,Computer Methods and Programs in Biomedicine,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051471876&doi=10.1016%2fj.cmpb.2018.08.003&partnerID=40&md5=f338f3cfa038e47a88087ed08f6ad455,"Background and objectives: Retinal fundus image analysis without manual intervention has been rising as an imperative analytical approach for early detection of eye-related diseases such as glaucoma and diabetic retinopathy. For analysis and detection of Glaucoma and some other disease from retinal image, there is a significant role of predicting the bounding box coordinates of Optic Disc (OD) that acts as a Region of Interest (ROI). Methods: We reframe ROI detection as a solitary regression predicament, from image pixel values to ROI coordinates including class probabilities. A Convolution Neural Network (CNN) has trained on full images to predict bounding boxes along with their analogous probabilities and confidence scores. The publically available MESSIDOR and Kaggle datasets have been used to train the network. We adopted various data augmentation techniques to amplify our dataset so that our network becomes less sensitive to noise. From a very high-level perspective, every image is divided into a 13 × 13 grid. Every grid cell envisages 5 bounding boxes along with the corresponding class probability and a confidence score. Before training, the network and the bounding box priors or anchors are initialized using k-means clustering on the original dataset using a distance metric based on Intersection of the Union (IOU) over ground-truth bounding boxes. During training in fact, a sum-squared loss function is used as the prediction's error function. Finally, Non-maximum suppression is applied by the proposed methodology to reach the concluding prediction. Results: The following projected method accomplish an accuracy of 99.05% and 98.78% on the Kaggle and MESSIDOR test sets for ROI detection. Results of proposed methodology indicates that proposed network is able to perceive ROI in fundus images in 0.0045 s at 25 ms of latency, which is far better than the recent-time and using no handcrafted features. Conclusions: The network predicts accurate results even on low-quality images without being biased towards any particular type of image. The network prepared to see more summed up depiction rather than past works in the field. Going by the results, our novel method has better diagnosis of eye diseases in the future in a faster and reliable way. © 2018 Elsevier B.V.","Anchor Boxes; Batch Normalization; Convolution Neural Networks; Intersection over Union; K-means clustering; Leaky ReLU, Max Pooling; Non-maximum suppression; Optic Disc Localization"
Conference Paper,"Rebinth A., Mohan Kumar S.",A Deep Learning Approach To Computer Aided Glaucoma Diagnosis,"2019 International Conference on Recent Advances in Energy-Efficient Computing and Communication, ICRAECC 2019",2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080960861&doi=10.1109%2fICRAECC43874.2019.8994988&partnerID=40&md5=76fe07340b6760098881c4dc9b85ad27,"Glaucoma has been listed as a major health deterrent and is one of the top three causes of vision loss which may lead to permanent blindness. Recent global health evaluation on primary health challenges conducted by World Health Organization (WHO) has identified eye related defects as one of the critical few. Survey reports highlight that if not treated, this can become a primary concern by 2020 leading to around 80 million people affected due to eye related defects. Irrespective of geologically being developed or developing country, retinal eye defects have progressing significantly over the earlier part of this century. Progression of eye defects can be reduced by the timely diagnosis of eye defects. Image processing in the recent years has gained traction and growth multiple avenues from facial recognition to computer aided diagnosis of diseases. Cost effective and efficient computer aided diagnosis of fundal abnormalities have been enabled using image processing. This paper discusses the different methodologies adopted for automatic detection and gives insight into the progression of image mining techniques. © 2019 IEEE.",Diabetic retinopathy; Feature detection; Fundus images; Glaucoma; KNN; Naïve-bayes; Optic cup; Optic disc; Retinal abnormalities; Segmentation; SVM
Article,Guo S.,Fundus image segmentation via hierarchical feature learning,Computers in Biology and Medicine,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117083644&doi=10.1016%2fj.compbiomed.2021.104928&partnerID=40&md5=5648f3e654ea048d87af5ec6d4583380,"Fundus Image Segmentation (FIS) is an essential procedure for the automated diagnosis of ophthalmic diseases. Recently, deep fully convolutional networks have been widely used for FIS with state-of-the-art performance. The representative deep model is the U-Net, which follows an encoder-decoder architecture. I believe it is suboptimal for FIS because consecutive pooling operations in the encoder lead to low-resolution representation and loss of detailed spatial information, which is particularly important for the segmentation of tiny vessels and lesions. Motivated by this, a high-resolution hierarchical network (HHNet) is proposed to learn semantic-rich high-resolution representations and preserve spatial details simultaneously. Specifically, a High-resolution Feature Learning (HFL) module with increasing dilation rates was first designed to learn the high-level high-resolution representations. Then, the HHNet was constructed by incorporating three HFL modules and two feature aggregation modules. The HHNet runs in a coarse-to-fine manner, and fine segmentation maps are output at the last level. Extensive experiments were conducted on fundus lesion segmentation, vessel segmentation, and optic cup segmentation. The experimental results reveal that the proposed method shows highly competitive or even superior performance in terms of segmentation performance and computation cost, indicating its potential advantages in clinical application. © 2021 Elsevier Ltd",Hierarchical network; High-resolution feature; Lesion segmentation; Vessel segmentation
Conference Paper,"Raut R., Sapate V., Rokde A., Pachade S., Porwal P., Kokare M.",Laser Scar Classification in Retinal Fundus Images Using Wavelet Transform and Local Variance,Advances in Intelligent Systems and Computing,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072826860&doi=10.1007%2f978-981-13-8798-2_9&partnerID=40&md5=b61c13a8ca5c5214ac1a7ee5dff5353d,"Diabetic retinopathy (DR) affects the vision of the person and may eventually lead to blindness. In the initial stage of the disease, patients are treated with a laser to restrict its progression. Such laser treatment leaves behind scars on the retina and patients are advised to undergo screening regularly to track further complications. This paper presents a novel retinal background characterization approach that explores the potential of discrete wavelet transform and rotational-invariant variance features for texture classification of retinal images with and without laser marks. For this experiment, different classifiers, namely, support vector machine, naive Bayes, neural network, and random forest classifiers are tested. We used two publicly available datasets, namely, LMD-DRS and LMD-BAPT. In all cases, the proposed approach obtained the sensitivity, specificity, and accuracy values higher than 68.9%, 70.2%, and 69.4%, respectively. It was found that all performance measures achieve over 87.5, 89.4, and 86.7% for the classification task using random forest classifier. These promising results suggest that the proposed technique can discriminate retinal images having laser marks and without laser marks, and has the potential to be an important constituent in computerized screening solution for retinal images. © Springer Nature Singapore Pte Ltd. 2020",Computer-aided diagnosis; Diabetic retinopathy; Discrete wavelet transform; Feature extraction; Laser scar detection; Retinal image analysis
Article,"Tseng V.S., Chen C.-L., Liang C.-M., Tai M.-C., Liu J.-T., Wu P.-Y., Deng M.-S., Lee Y.-W., Huang T.-Y., Chen Y.-H.",Leveraging multimodal deep learning architecture with retina lesion information to detect diabetic retinopathy,Translational Vision Science and Technology,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088707280&doi=10.1167%2ftvst.9.2.41&partnerID=40&md5=13bf4f1f9933b266656a642a09efd33d,"Purpose: To improve disease severity classification from fundus images using a hybrid architecture with symptom awareness for diabetic retinopathy (DR). Methods: We used 26,699 fundus images of 17,834 diabetic patients from three Taiwanese hospitals collected in 2007 to 2018 for DR severity classification. Thirty-seven ophthalmologists verified the images using lesion annotation and severity classification as the ground truth. Two deep learning fusion architectures were proposed: late fusion, which combines lesion and severity classification models in parallel using a postprocess-ing procedure, and two-stage early fusion, which combines lesion detection and classification models sequentially and mimics the decision-making process of ophthalmol-ogists. Messidor-2 was used with 1748 images to evaluate and benchmark the performance of the architecture. The primary evaluation metrics were classification accuracy, weighted κ statistic, and area under the receiver operating characteristic curve (AUC). Results: For hospital data, a hybrid architecture achieved a good detection rate, with accuracy and weighted κ of 84.29% and 84.01%, respectively, for five-class DR grading. It also classified the images of early stage DR more accurately than conventional algorithms. The Messidor-2 model achieved an AUC of 97.09% in referral DR detection compared to AUC of 85% to 99% for state-of-the-art algorithms that learned from a larger database. Conclusions: Our hybrid architectures strengthened and extracted characteristics from DR images, while improving the performance of DR grading, thereby increasing the robustness and confidence of the architectures for general use. Translational Relevance: The proposed fusion architectures can enable faster and more accurate diagnosis of various DR pathologies than that obtained in current manual clinical practice. © 2020 The Authors.",Convolutional neural network; Diabetic retinopathy; Fundus image; Fusion architecture; Object detection
Conference Paper,"Liu T., Wu J., Zhang X., Peng Z., Li J.",Blockchain-based access control schemes for medical image analysis system,Communications in Computer and Information Science,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106227629&doi=10.1007%2f978-981-15-2767-8_32&partnerID=40&md5=19dbf8834d16a1ce74d1ace4f72eebd5,"Medical image analysis systems with machine learning have played an important role in the computer-aided diagnosis and treatment for diseases. However, individual privacy of user data is vulnerable since the training data is exposed to unauthorized user. Therefore, this paper designs an access control scheme to prevent illegal users from accessing medical data while achieving high accuracy of lesion classification. Specifically, in the novel lightweight consortium blockchain-based access control scheme, a chosen consortium node is utilized as key generation center instead of a trusted third party in conventional schemes. Two public retinal datasets are utilized for the classification of diabetic retinopathy (DR). Security analysis shows that the proposed scheme can prevent the user data from leakage and malicious tampering. Experimental results demonstrate that the processing of data cleaning is efficient to increase the accuracy of the classification for early lesions of DR by removing low quality images, and the accuracy is up to 90.2%. © Springer Nature Singapore Pte Ltd. 2020.",Access control; Consortium blockchain; Deep learning; Medical image
Conference Paper,Murugan R.,The Retinal Blood Vessel Segmentation Using Expected Maximization Algorithm,Advances in Intelligent Systems and Computing,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072833721&doi=10.1007%2f978-981-13-8798-2_6&partnerID=40&md5=4b2c05012766f027234fa5ffacc98e75,"The Retinal Blood Vessel segmentation plays a vital role in automatic retinal disease screening systems. It helps in the screen process of glaucoma, diabetic retinopathy, and other eye- related diseases. The primary objective of this paper is to consequently segment the vessels in fundus retinal pictures, which encourages us in diabetic retinopathy screening. The initial enhancement of image is carried out using Histogram Equalization. After which, the green channel of the image is applied with morphological image processing to remove the optic disc. The image segmentation is then performed to modify the intensity of contrast and little pixels viewed as noise are evacuated. The obtained image would represent the blood vessels of the original image. This paper proposes an expected maximization algorithm to segment the blood vessels in the human retina. The novelty of these method is to perform uniform intensity distribution in retinal images. The proposed method was tested by publicly available datasets such as DRIVE, STARE, MESSIDOR, DIARETDB0, and University of Lincoln. The proposed method has obtained an average area under receiver operating characteristics of 0.9203. Moreover, this shows a better performance than other state-of-the-art methods. © Springer Nature Singapore Pte Ltd. 2020",Blood vessels; Diabetic retinopathy; Histogram equalization; Morphological processing; Optic disc; Retina
Conference Paper,"Ghosh S.K., Biswas B., Ghosh A.",A novel Approach of Retinal Image Enhancement using PSO System and Measure of Fuzziness,Procedia Computer Science,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084498893&doi=10.1016%2fj.procs.2020.03.446&partnerID=40&md5=ff7d656647d2c10de6c779a9b55897d9,"Retinal image analysis has become a promising research field in the diagnosis of ophthalmological diseases since optic disc, fovea, and blood vessels are essential features based on which the analysis is performed. This paper introduces a novel retinal image enhancement scheme based on particle swarm optimization (PSO) under fuzzy framework as it overcomes the problem of upgrading the imprecise nature of retinal image in traditional PSO system in the field of image enhancement. Firstly, two sub-images such as lower and upper in fuzzy regions of the image are determined by type-2 fuzzy system. Then,an S-shape membership function is utilized on lower and upper sub-images. An objective function such as index of fuzziness is optimized in terms of particle swarm optimization (PSO) system and it also defines the adaptive parameters which are incorporated with the proposed enhancement technique. The suggested model applies low contrast color retinal images to treat different diseases of eye such as diabetic retinopathy, glaucoma, optic disc etc. The proposed algorithm demonstrates excellent result in terms of both subjective and objective evaluation than traditional PSO systems and other baseline methods. © 2020 The Authors. Published by Elsevier B.V.",fuzzy index; Image enhancement; particle swarm optimization; Retinal image; type-2 fuzzy system
Article,"Yasser I., Khalifa F., Abdeltawab H., Ghazal M., Sandhu H.S., El-Baz A.",Automated Diagnosis of Optical Coherence Tomography Angiography (OCTA) Based on Machine Learning Techniques,Sensors,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126867009&doi=10.3390%2fs22062342&partnerID=40&md5=cad45f142bce1649c898a18ea220f069,"Diabetic retinopathy (DR) refers to the ophthalmological complications of diabetes mellitus. It is primarily a disease of the retinal vasculature that can lead to vision loss. Optical coherence tomography angiography (OCTA) demonstrates the ability to detect the changes in the retinal vascular system, which can help in the early detection of DR. In this paper, we describe a novel framework that can detect DR from OCTA based on capturing the appearance and morphological markers of the retinal vascular system. This new framework consists of the following main steps: (1) extracting retinal vascular system from OCTA images based on using joint Markov-Gibbs Random Field (MGRF) model to model the appearance of OCTA images and (2) estimating the distance map inside the extracted vascular system to be used as imaging markers that describe the morphology of the retinal vascular (RV) system. The OCTA images, extracted vascular system, and the RV-estimated distance map is then composed into a three-dimensional matrix to be used as an input to a convolutional neural network (CNN). The main motivation for using this data representation is that it combines the low-level data as well as high-level processed data to allow the CNN to capture significant features to increase its ability to distinguish DR from the normal retina. This has been applied on multi-scale levels to include the original full dimension images as well as sub-images extracted from the original OCTA images. The proposed approach was tested on in-vivo data using about 91 patients, which were qualitatively graded by retinal experts. In addition, it was quantitatively validated using datasets based on three metrics: sensitivity, specificity, and overall accuracy. Results showed the capability of the proposed approach, outperforming the current deep learning as well as features-based detecting DR approaches. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Convolutional neural networks (CNN); Diabetic retinopathy (DR); Image encryption; Optical coherence tomography angiography (OCTA); Security analysis
Article,"Ju L., Wang X., Zhao X., Lu H., Mahapatra D., Bonnington P., Ge Z.",Synergic Adversarial Label Learning for Grading Retinal Diseases via Knowledge Distillation and Multi-Task Learning,IEEE Journal of Biomedical and Health Informatics,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099732775&doi=10.1109%2fJBHI.2021.3052916&partnerID=40&md5=2e8540763794d41b6d0e027afca15d43,"The need for comprehensive and automated screening methods for retinal image classification has long been recognized. Well-qualified doctors annotated images are very expensive and only a limited amount of data is available for various retinal diseases such as diabetic retinopathy (DR) and age-related macular degeneration (AMD). Some studies show that some retinal diseases such as DR and AMD share some common features like haemorrhages and exudation but most classification algorithms only train those disease models independently when the only single label for one image is available. Inspired by multi-task learning where additional monitoring signals from various sources is beneficial to train a robust model. We propose a method called synergic adversarial label learning (SALL) which leverages relevant retinal disease labels in both semantic and feature space as additional signals and train the model in a collaborative manner using knowledge distillation. Our experiments on DR and AMD fundus image classification task demonstrate that the proposed method can significantly improve the accuracy of the model for grading diseases by 5.91% and 3.69% respectively. In addition, we conduct additional experiments to show the effectiveness of SALL from the aspects of reliability and interpretability in the context of medical imaging application. © 2013 IEEE.",Deep convolutional neural networks; knowledge distillation; medical imaging classification; multi-task learning
Article,"Costa P., Smailagic A., Cardoso J.S., Campilho A.",Epistemic and heteroscedastic uncertainty estimation in retinal blood vessel segmentation,U.Porto Journal of Engineering,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105657708&doi=10.24840%2f2183-6493_007.003_0008&partnerID=40&md5=95d4fdde754bdb9068aadea5c8e5cd52,"Current state-of-the-art medical image segmentation methods require high quality datasets to obtain good performance. However, medical specialists often disagree on diagnosis, hence, datasets contain contradictory annotations. This, in turn, leads to difficulties in the optimization process of Deep Learning models and hinder performance. We propose a method to estimate uncertainty in Convolutional Neural Network (CNN) segmentation models, that makes the training of CNNs more robust to contradictory annotations. In this work, we model two types of uncertainty, heteroscedastic and epistemic, without adding any additional supervisory signal other than the ground-truth segmentation mask. As expected, the uncertainty is higher closer to vessel boundaries, and on top of thinner and less visible vessels where it is more likely for medical specialists to disagree. Therefore, our method is more suitable to learn from datasets created with heterogeneous annotators. We show that there is a correlation between the uncertainty estimated by our method and the disagreement in the segmentation provided by two different medical specialists. Furthermore, by explicitly modeling the uncertainty, the Intersection over Union of the segmentation network improves 5.7 percentage points. © 2021, Universidade do Porto - Faculdade de Engenharia. All rights reserved.",Blood Vessel Segmentation; Convolutional Neural Networks; Deep Learning; Diabetic Retinopathy; Uncertainty Estimation
