Document Type,Authors,Title,Source,Year,Link,Abstract,Keywords
Proceedings Paper,"Joshi, Vinayak; Wigdahl, Jeffery; Benson, Jeremy; Nemeth, Sheila; Soliz, Peter",Computer-based detection of Age-Related Macular Degeneration and Glaucoma using retinal images and clinical data,medical imaging 2019: computer-aided diagnosis,2019,Not found,"Worldwide, glaucoma and age-related macular degeneration (AMD) cause 12.3% and 8.7% of the cases of blindness and/or vision loss, respectively. According to a 5-year study of Medicare beneficiaries, patients who undergo a regular eye screening, experience less decline of vision than those who had less-frequent examinations. A computer-based screening of retinopathies can be highly cost-effective and efficient; however, most auto-screening software address only one eye disease, limiting their clinical utility and cost-effectiveness. Therefore, we propose a computer-based retinopathy screening system for detection of AMD and glaucoma by integrating information from retinal fundus images and clinical data. First, the retinal image analysis algorithms were developed using Transfer Learning approach to determine presence or absence of the eye disease. The clinical data was then utilized to improve disease detection performance where the image-analysis based algorithms provided sub-optimal classification. The results for binary detection (present/absent) of AMD and Glaucoma were compared with the ground truth provided by a certified retinal reader. We applied the proposed method to a dataset of 304 retinal images with AMD, 299 retinal images with Glaucoma, and 2,341 control retinal images. The algorithms demonstrated sensitivity/specificity of 100%/99.5% for detection of any AMD, 82%/70% for detection of referable AMD, and 75%/81% for detection of referable Glaucoma. The automated detection results agree well with the ground truth suggesting its potential in screening for AMD and Glaucoma.",age-related macular degeneration (amd); glaucoma; retina; eye disease screening; deep learning
Article,"Fu, Huazhu; Li, Fei; Sun, Xu; Cao, Xingxing; Liao, Jingan; Orlando, Jose Ignacio; Tao, Xing; Li, Yuexiang; Zhang, Shihao; Tan, Mingkui; Yuan, Chenglang; Bian, Cheng; Xie, Ruitao; Li, Jiongcheng; Li, Xiaomeng; Wang, Jing; Geng, Le; Li, Panming; Hao, Huaying; Liu, Jiang; Kong, Yan; Ren, Yongyong; Bogunovic, Hrvoje; Zhang, Xiulan; Xu, Yanwu; Zhang, Yichi; Li, Nuhui; Yang, Chunman; Luo, Huang; Li, Xingyi; Deng, Feiyan; Sun, Yi; Zhou, Rouxi",AGE challenge: Angle Closure Glaucoma Evaluation in Anterior Segment Optical Coherence Tomography,medical image analysis,2020,Not found,"Angle closure glaucoma (ACG) is a more aggressive disease than open-angle glaucoma, where the abnormal anatomical structures of the anterior chamber angle (ACA) may cause an elevated intraocular pressure and gradually lead to glaucomatous optic neuropathy and eventually to visual impairment and blindness. Anterior Segment Optical Coherence Tomography (AS-OCT) imaging provides a fast and contactless way to discriminate angle closure from open angle. Although many medical image analysis algorithms have been developed for glaucoma diagnosis, only a few studies have focused on AS-OCT imaging. In particular, there is no public AS-OCT dataset available for evaluating the existing methods in a uniform way, which limits progress in the development of automated techniques for angle closure detection and assessment. To address this, we organized the Angle closure Glaucoma Evaluation challenge (AGE), held in conjunction with MICCAI 2019. The AGE challenge consisted of two tasks: scleral spur localization and angle closure classification. For this challenge, we released a large dataset of 4800 annotated AS-OCT images from 199 patients, and also proposed an evaluation framework to benchmark and compare different models. During the AGE challenge, over 200 teams registered online, and more than 1100 results were submitted for online evaluation. Finally, eight teams participated in the onsite challenge. In this paper, we summarize these eight onsite challenge methods and analyze their corresponding results for the two tasks. We further discuss limitations and future directions. In the AGE challenge, the top-performing approach had an average Euclidean Distance of 10 pixels (10 mu m) in scleral spur localization, while in the task of angle closure classification, all the algorithms achieved satisfactory performances, with two best obtaining an accuracy rate of 100%. These artificial intelligence techniques have the potential to promote new developments in AS-OCT image analysis and image-based angle closure glaucoma assessment in particular. (C) 2020 Elsevier B.V. All rights reserved.",as-oct; anterior chamber angle; angle closure classification; scleral spur localization
Proceedings Paper,"Gende, Mateo; de Moura, Joaquim; Novo, Jorge; Ortega, Marcos",High/Low Quality Style Transfer for Mutual Conversion of OCT Images Using Contrastive Unpaired Translation Generative Adversarial Networks,"image analysis and processing, iciap 2022, pt i",2022,Not found,"Recent advances in artificial intelligence and deep learning models are contributing to the development of advanced computer-aided diagnosis (CAD) systems. In the context of medical imaging, Optical Coherence Tomography (OCT) is a valuable technique that is able to provide cross-sectional visualisations of the ocular tissue. However, OCT is constrained by a limitation between the quality of the visualisations that it can produce and the overall amount of tissue that can be analysed at once. This limitation leads to a scarcity of high quality data, a problem that is very prevalent when developing machine learning-based CAD systems intended for medical imaging. To mitigate this problem, we present a novel methodology for the unpaired conversion of OCT images acquired with a low quality extensive scanning preset into the visual style of those taken with a high quality intensive scan and vice versa. This is achieved by employing contrastive unpaired translation generative adversarial networks to convert between the visual styles of the different acquisition presets. The results we obtained in the validation experiments show that these synthetic generated images can mirror the visual features of the original ones while preserving the natural tissue texture, effectively increasing the total number of available samples that can be used to train robust machine learning-based CAD systems.",optical coherence tomography; generative adversarial networks; style transfer; synthetic images
Article,"Zhang, Dan; Huang, Fan; Khansari, Maziyar; Berendschot, Tos T. J. M.; Xu, Xiayu; Dashtbozorg, Behdad; Sun, Yue; Zhang, Jiong; Tan, Tao",Automatic corneal nerve fiber segmentation and geometric biomarker quantification,european physical journal plus,2020,Not found,"Geometric and topological features of corneal nerve fibers in confocal microscopy images are important indicators for the diagnosis of common diseases such as diabetic neuropathy. Quantitative analysis of these important biomarkers requires an accurate segmentation of the nerve fiber network. Currently, most of the analysis are performed based on manual annotations of the nerve fiber segments, while a fully automatic corneal nerve fiber extraction and analysis framework is still needed. In this paper, we establish a fully convolutional network method to precisely enhance and segment corneal nerve fibers in microscopy images. Based on the segmentation results, automatic tortuosity measurement and branching detection modules are established to extract valuable geometric and topological biomarkers. The proposed segmentation method is validated on a dataset with 142 images. The experimental results show that our deep learning-based framework outperforms state-of-the-art segmentation approaches. The biomarker extraction methods are validated on two different datasets, demonstrating high effectiveness and reliability of the proposed methods.",confocal-microscopy; diabetic-retinopathy; diagnosis; tortuosity; images; damage
Article,"Jiang, Yun; Yao, Huixia; Wu, Chao; Liu, Wenhuan",A Multi-Scale Residual Attention Network for Retinal Vessel Segmentation,symmetry-basel,2021,Not found,"Accurate segmentation of retinal blood vessels is a key step in the diagnosis of fundus diseases, among which cataracts, glaucoma, and diabetic retinopathy (DR) are the main diseases that cause blindness. Most segmentation methods based on deep convolutional neural networks can effectively extract features. However, convolution and pooling operations also filter out some useful information, and the final segmented retinal vessels have problems such as low classification accuracy. In this paper, we propose a multi-scale residual attention network called MRA-UNet. Multi-scale inputs enable the network to learn features at different scales, which increases the robustness of the network. In the encoding phase, we reduce the negative influence of the background and eliminate noise by using the residual attention module. We use the bottom reconstruction module to aggregate the feature information under different receptive fields, so that the model can extract the information of different thicknesses of blood vessels. Finally, the spatial activation module is used to process the up-sampled image to further increase the difference between blood vessels and background, which promotes the recovery of small blood vessels at the edges. Our method was verified on the DRIVE, CHASE, and STARE datasets. Respectively, the segmentation accuracy rates reached 96.98%, 97.58%, and 97.63%; the specificity reached 98.28%, 98.54%, and 98.73%; and the F-measure scores reached 82.93%, 81.27%, and 84.22%. We compared the experimental results with some state-of-art methods, such as U-Net, R2U-Net, and AG-UNet in terms of accuracy, sensitivity, specificity, F-measure, and AUCROC. Particularly, MRA-UNet outperformed U-Net by 1.51%, 3.44%, and 0.49% on DRIVE, CHASE, and STARE datasets, respectively.",deep convolutional neural work; multi-scale; retinal vessel segmentation; attention mechanism; skip connection
Article,"Wang, Hua; Hu, Jingfei; Zhang, Jicong",SCRD-Net: A Deep Convolutional Neural Network Model for Glaucoma Detection in Retina Tomography,complexity,2021,Not found,"Early and accurate diagnosis of glaucoma is critical for avoiding human vision deterioration and preventing blindness. A deep-neural-network model has been developed for the diagnosis of glaucoma based on Heidelberg retina tomography (HRT), called Seeking Common Features and Reserving Differences Net (SCRD-Net) to make full use of the HRT data. In this work, the proposed SCRD-Net model achieved an area under the curve (AUC) of 94.0%. For the two HRT image modalities, the model sensitivities were 91.2% and 78.3% at specificities of 0.85 and 0.95, respectively. These results demonstrate a significant improvement over earlier results. In addition, we visualized the network outputs to develop an interpretation of the learned mechanism for discriminating glaucoma and normal images. Thus, the SCRD-Net can be an effective diagnostic indicator of glaucoma during clinical screening. To facilitate SCRD-Net utilization by the scientific community, the code implementation will be made publicly available.",optic-nerve head; diabetic-retinopathy; learning algorithm; classification; segmentation; images; identification; validation; diagnosis; disc
Article; Early Access,"Sivamurugan, V.; Indumathi, P.; Thanikachalam, V.; Rajakumar, R.",Clinical Decision Support System for Ophthalmologists for Eye Disease Classification,iete journal of research,0,Not found,"In medical applications, ocular OCT (optical coherence tomography) is used to assess glaucoma, macular degeneration, diabetic macular edema and other eye diseases as it is capable of showing the cross-sections of tissue layers. The creation of new blood vessels in the choroid layer of the eye is known as choroidal neovascularization (CNV). The aging and macular degeneration will represent the symptom DRUSEN. Our sharp central vision is affected due to DRUSEN. An irreversible vision loss is caused in diabetic patients due to diabetic macular edema (DME). It is mainly due to the leaking of blood vessels in the retina. This research work focus on designing a clinical decision support system to assist the ophthalmologist in classifying the three different types of eye diseases. The existing nine pre-trained CNN models are used for this purpose. The extracted features are used to generate the trained model that is further used for eye disease classification. The training accuracy, validation accuracy, training loss and validation loss are computed for 100 iterations for each pre-trained CNN models during training and validation. The trained model obtained after training is used as input to the classifier, which classifies the images under-diagnosis into NORMAL (normal eye), CNV, DME and DRUSEN. The performance metrics of the classifier designed using each pre-trained models are evaluated and compared for four classes independently. The test results show that the performance of the classifier implemented using the pre-trained model InceptionV3 is better than all other models.",age-related macular degeneration (amd); choroidal neovascularization (cnv); convolution neural networks (cnn); deep learning (dl); diabetic retinopathy (dr); ophthalmologist; optical coherence tomography (oct); transfer learning (tl)
Article,"He, Junjun; Li, Cheng; Ye, Jin; Qiao, Yu; Gu, Lixu",Multi-label ocular disease classification with a dense correlation deep neural network,biomedical signal processing and control,2021,Not found,"Early diagnosis and timely treatment of ocular diseases are vital to prevent irreversible vision loss. Color fundus photography is an effective and economic tool for fundus screening. Since few symptoms are visible in the early disease stages, automatic and robust diagnosing algorithms according to color fundus photographs are in urgent need. Existing studies concentrate on image-level diagnoses treating the eyes independently without utilizing the useful correlation information between the left and right eyes. Besides, they commonly target only one or several ocular disease categories at a time. Considering the importance of both patient-level diagnosis correlating bilateral eyes and multi-label disease classification, we propose a patient-level multi-label ocular disease classification model based on convolutional neural networks. Specifically, a dense correlation network (DCNet) is designed to tackle the problem. DCNet consists of three major modules, a backbone CNN for feature extraction, a spatial correlation module for feature correlation, and a classifier for classification score generation. The backbone CNN extracts two sets of features from the left and right color fundus photographs, respectively. Subsequently, the spatial correlation module captures the pixel-wise correlations between the two feature sets. Then, the processed features are fused to get a patient-level representation. The final disease classification is conducted with the patient-level representation. Adopting a multi-label soft margin loss, the effectiveness of the proposed model is evaluated on a publicly available dataset, and the classification performance is improved with a large margin compared with multiple baseline methods.",ocular disease classification; dense correlation network; patient-level diagnosis; multi-label annotation
Article,"Groza, Adrian; Toderean, Liana; Muntean, George Adrian; Nicoara, Simona Delia",Agents that Argue and Explain Classifications of Retinal Conditions,journal of medical and biological engineering,2021,Not found,"Purpose Expertise for auditing AI systems in medical domain is only now being accumulated. Conformity assessment procedures will require AI systems: (1) to be transparent, (2) not to rely decisions solely on algorithms, or (3) to include safety assurance cases in the documentation to facilitate technical audit. We are interested here in obtaining transparency in the case of machine learning (ML) applied to classification of retina conditions. High performance metrics achieved using ML has become common practice. However, in the medical domain, algorithmic decisions need to be sustained by explanations. We aim at building a support tool for ophthalmologists able to: (i) explain algorithmic decision to the human agent by automatically extracting rules from the ML learned models; (ii) include the ophthalmologist in the loop by formalising expert rules and including the expert knowledge in the argumentation machinery; (iii) build safety cases by creating assurance argument patterns for each diagnosis. Methods For the learning task, we used a dataset consisting of 699 OCT images: 126 Normal class, 210 with Diabetic Retinopathy (DR) and 363 with Age Related Macular Degeneration (AMD). The dataset contains patients from the Ophthalmology Department of the County Emergency Hospital of Cluj-Napoca. All ethical norms and procedures, including anonymisation, have been performed. We applied three machine learning algorithms: decision tree (DT), support vector machine (SVM) and artificial neural network (ANN). For each algorithm we automatically extract diagnosis rules. For formalising expert knowledge, we relied on the normative dataset (Invernizzi et al. in Ophthalmol Retina 2(8):808-815, 2018). For arguing between agents, we used the Jason multi-agent platform. We assume different knowledge base and reasoning capabilities for each agent. The agents have their own optical coherence tomography (OCT) images on which they apply a distinct machine learning algorithm. The learned model is used to extract diagnosis rules. With distinct learned rules, the agents engage in an argumentative process. The resolution of the debate outputs a diagnosis that is then explained to the ophthalmologist, by means of assurance cases. Results For diagnosing the retina condition, our AI solution deals with the following three issues: first, the learned models are automatically translated into rules. These rules are then used to build an explanation by tracing the reasoning chain supporting the diagnosis. Hence, the proposed AI solution complies with the requirement that algorithmic decision should be explained to the human agent. Second, the decision is not solely based on ML-algorithms. The proposed architecture includes expert knowledge. The diagnosis is taken based on exchanging arguments between ML-based algorithms and expert knowledge. The conflict resolution among arguments is verbalised, so that the ophthalmologist can supervise the diagnosis. Third, the assurance cases are generated to facilitate technical audit. The assurance cases structure the evidence among various safety goals such as: machine learning methodology, transparency, or data quality. For each dimension, the auditor can check the provided evidence against the current best practices or safety standards. Conclusion We developed a multi-agent system for retina conditions in which algorithmic decisions are sustained by explanations. The proposed tool goes behind most software in medical domain that focuses only on performance metrics. Our approach helps the technical auditor to approve software in the medical domain. Interleaving knowledge extracted from ML-models with expert knowledge is a step towards balancing the benefits of ML with explainability, aiming at engineering reliable medical applications.",explainable artificial intelligence; argumentative agents; machine learning; agentspeak; retina conditions
Article,"Rehman, Amjad; Harouni, Majid; Karimi, Mohsen; Saba, Tanzila; Bahaj, Saeed Ali; Awan, Mazar Javed",Microscopic retinal blood vessels detection and segmentation using support vector machine and K-nearest neighbors,microscopy research and technique,2022,Not found,"The retina is the deepest layer of texture covering the rear of the eye, recorded by fundus images. Vessel detection and segmentation are useful in disease diagnosis. The retina's blood vessels could help diagnose maladies such as glaucoma, diabetic retinopathy, and blood pressure. A mix of supervised and unsupervised strategies exists for the detection and segmentation of blood vessels images. The tree structure of retinal blood vessels, their random area, and different thickness have caused vessel detection difficulties at machine learning calculations. Since the green band of retinal images conveys more information about the vessels, they are utilized for microscopic vessels detection. The current research proposes an administered calculation for segmentation of retinal vessels, where two upgrading stages depending on filtering and comparative histogram were applied after pre-processing and image quality improvement. At that point, statistical features of vessel tracking, maximum curvature and curvelet coefficient are extracted for each pixel. The extracted features are classified by support vector machine and the k-nearest neighbors. The morphological operators then enhance the classified image at the final stage to segment with higher accuracy. The dice coefficient is utilized for the evaluation of the proposed method. The proposed approach is concluded to be better than different strategies with a normal of 92%.",blood vessels; healthcare; human and disease; microscopic retina; public health; segmentation; tracking
Proceedings Paper,"Lei, Gaoyi; Xia, Yuanqing; Zhang, Wei; Chen, Duanduan; Wang, Defeng",Comparative Analysis of Pre-process Pipelines For Automatic Retinal Vessel Segmentation,proceedings of the 39th chinese control conference,2020,Not found,"Retinal vessel structure is an unique individual characteristic and important biology marker of many diseases, like Diabetic Retinopathy (DR). cardiovascular ailment, and so on. Automatic retinal vessel segmentation can be used to assist the early diagnosis of above diseases, but suffers from the poor quality and low contrast of fundus images. To eliminate the noise in the fundus images, many pre-process pipelines are designed to normalize and enhance the fundus images. However, the specific operations in pre-process pipelines of the fundus images haven't been distinguished from operations in normalization of natural images. This paper collects a dozen of pre-process pipelines from published retinal vessel segmentation researches, and proposes live general patterns of these pre-process pipelines. Furthermore, we test the flexibility of five classical pre-process pipelines on public retinal vessel datasets with a Dense-UNet model. Experiments demonstrate that the Hiera pre-process pipeline and the DUNet' pre-process pipeline outperform the rest pipelines in assisting the Dense-UNet to segment the retinal vessels.",retinal vessel segmentation; deep learning; pre-process pipeline
Article,"Gao, Qitong; Amason, Joshua; Cousins, Scott; Pajic, Miroslav; Hadziahmetovic, Majda",Automated Identification of Referable Retinal Pathology in Teleophthalmology Setting,translational vision science & technology,2021,Not found,"Purpose: This study aims to meet a growing need for a fully automated, learningbased interpretation tool for retinal images obtained remotely (e.g. teleophthalmology) through different imaging modalities that may include imperfect (uninterpretable) images. Methods: A retrospective study of 1148 optical coherence tomography (OCT) and color fundus photography (CFP) retinal images obtained using Topcon's Maestro care unit on 647 patients with diabetes. To identify retinal pathology, a Convolutional Neural Network (CNN) with dual-modal inputs (i.e. CFP and OCT images) was developed. We developed a novel alternate gradient descent algorithm to train the CNN, which allows for the use of uninterpretable CFP/OCT images (i.e. ungradable images that do not contain sufficient image biomarkers for the reviewer to conclude absence or presence of retinal pathology). Specifically, a 9:1 ratio to split the training and testing dataset was used for training and validating the CNN. Paired CFP/OCT inputs (obtained from a single eye of a patient) were grouped as retinal pathology negative (RPN; 924 images) in the absence of retinal pathology in both imaging modalities, or if one of the imaging modalities was uninterpretable and the other without retinal pathology. If any imaging modality exhibited referable retinal pathology, the corresponding CFP/OCT inputs were deemed retinal pathology positive (RPP; 224 images) if any imaging modality exhibited referable retinal pathology. Results: Our approach achieved 88.60% (95% confidence interval [CI] = 82.76% to 94.43%) accuracy in identifying pathology, along with the false negative rate (FNR) of 12.28% (95% CI = 6.26% to 18.31%), recall (sensitivity) of 87.72% (95% CI = 81.69% to 93.74%), specificity of 89.47% (95% CI = 83.84% to 95.11%), and area under the curve of receiver operating characteristic (AUC-ROC) was 92.74% (95% CI = 87.71% to 97.76%). Conclusions: Our model can be successfully deployed in clinical practice to facilitate automated remote retinal pathology identification. Translational Relevance: A fully automated tool for early diagnosis of retinal pathology might allow for earlier treatment and improved visual outcomes.",deep learning; automated diagnosis; retinal pathology; image analysis; teleophthalmology
Article,"Qian, Yu; Qiu, Yue; Li, Cheng-Cheng; Wang, Zhong-Yuan; Cao, Bo-Wen; Huang, Hong-Xin; Ni, Yi-Hong; Chen, Lu-Lu; Sun, Jin-Yu",A novel diagnostic method for pituitary adenoma based on magnetic resonance imaging using a convolutional neural network,pituitary,2020,Not found,"Purpose This study was designed to develop a computer-aided diagnosis (CAD) system based on a convolutional neural network (CNN) to diagnose patients with pituitary tumors. Methods We included adult patients clinically diagnosed with pituitary adenoma (pituitary adenoma group), or adult individuals without pituitary adenoma (control group). After pre-processing, all the MRI data were randomly divided into training or testing datasets in a ratio of 8:2 to create or evaluate the CNN model. Multiple CNNs with the same structure were applied for different types of MR images respectively, and a comprehensive diagnosis was performed based on the classification results of different types of MR images using an equal-weighted majority voting strategy. Finally, we assessed the diagnostic performance of the CAD system by accuracy, sensitivity, specificity, positive predictive value, and F1 score. Results We enrolled 149 participants with 796 MR images and adopted the data augmentation technology to create 7960 new images. The proposed CAD method showed remarkable diagnostic performance with an overall accuracy of 91.02%, sensitivity of 92.27%, specificity of 75.70%, positive predictive value of 93.45%, and F1-score of 92.67% in separate MRI type. In the comprehensive diagnosis, the CAD achieved better performance with accuracy, sensitivity, and specificity of 96.97%, 94.44%, and 100%, respectively. Conclusion The CAD system could accurately diagnose patients with pituitary tumors based on MR images. Further, we will improve this CAD system by augmenting the amount of dataset and evaluate its performance by external dataset.",pituitary adenoma; diagnose; magnetic resonance imaging; convolutional neural network; artificial intelligence
Proceedings Paper,"Chelaramani, Sahil; Gupta, Manish; Agarwal, Vipul; Gupta, Prashant; Habash, Ranya",Multi-Task Knowledge Distillation for Eye Disease Prediction,2021 ieee winter conference on applications of computer vision wacv 2021,2021,Not found,"While accurate disease prediction from retinal fundus images is critical, collecting large amounts of high quality labeled training data to build such supervised models is difficult. Deep learning classifiers have led to high accuracy results across a wide variety of medical imaging problems, but they need large amounts of labeled data. Given a fundus image, we aim to evaluate various solutions for learning deep neural classifiers using small labeled data for three tasks related to eye disease prediction: (T-1) predicting one of the five broad categories - diabetic retinopathy, age-related macular degeneration, glaucoma, melanoma and normal, (T-2) predicting one of the 320 fine-grained disease sub-categories, (T-3) generating a textual diagnosis. The problem is challenging because of small data size, need for predictions across multiple tasks, handling image variations, and large number of hyper-parameter choices. Modeling the problem under a multi-task learning (MTL) setup, we investigate the contributions of each of the proposed tasks while dealing with a small amount of labeled data. Further, we suggest a novel MTL-based teacher ensemble method for knowledge distillation. On a dataset of 7212 labeled and 35854 unlabeled images across 3502 patients, our technique obtains similar to 83% accuracy, similar to 75% top-5 accuracy and similar to 48 BLEU for tasks T-1, T-2 and T-3 respectively. Even with 15% training data, our method outperforms baselines by 8.1, 3.2 and 11.2 points for the three tasks respectively.",deep; classification; network; cancer
Article,"He, Xingxin; Deng, Ying; Fang, Leyuan; Peng, Qinghua",Multi-Modal Retinal Image Classification With Modality-Specific Attention Network,ieee transactions on medical imaging,2021,Not found,"Recently, automatic diagnostic approaches have been widely used to classify ocular diseases. Most of these approaches are based on a single imaging modality (e.g., fundus photography or optical coherence tomography (OCT)), which usually only reflect the oculopathy to a certain extent, and neglect the modality-specific information among different imaging modalities. This paper proposes a novel modality-specific attention network (MSAN) for multi-modal retinal image classification, which can effectively utilize the modality-specific diagnostic features from fundus and OCT images. The MSAN comprises two attention modules to extract the modality-specific features from fundus and OCT images, respectively. Specifically, for the fundus image, ophthalmologists need to observe local and global pathologies at multiple scales (e.g., from microaneurysms at the micrometer level, optic disc at millimeter level to blood vessels through the whole eye). Therefore, we propose a multi-scale attention module to extract both the local and global features from fundus images. Moreover, large background regions exist in the OCT image, which is meaningless for diagnosis. Thus, a region-guided attention module is proposed to encode the retinal layer-related features and ignore the background in OCT images. Finally, we fuse the modality-specific features to form a multi-modal feature and train the multi-modal retinal image classification network. The fusion of modality-specific features allows the model to combine the advantages of fundus and OCT modality for a more accurate diagnosis. Experimental results on a clinically acquired multi-modal retinal image (fundus and OCT) dataset demonstrate that our MSAN outperforms other well-known single-modal and multi-modal retinal image classification methods.",retina; deep learning; feature extraction; biomedical imaging; optical imaging; image segmentation; training; fundus photography; optical coherence tomography; classification; multi-modal; attention; convolutional neural network
Article,"Kaskar, Omkar G.; Wells-Gray, Elaine; Fleischman, David; Grace, Landon",Evaluating machine learning classifiers for glaucoma referral decision support in primary care settings,scientific reports,2022,Not found,"Several artificial intelligence algorithms have been proposed to help diagnose glaucoma by analyzing the functional and/or structural changes in the eye. These algorithms require carefully curated datasets with access to ocular images. In the current study, we have modeled and evaluated classifiers to predict self-reported glaucoma using a single, easily obtained ocular feature (intraocular pressure (IOP)) and non-ocular features (age, gender, race, body mass index, systolic and diastolic blood pressure, and comorbidities). The classifiers were trained on publicly available data of 3015 subjects without a glaucoma diagnosis at the time of enrollment. 337 subjects subsequently self-reported a glaucoma diagnosis in a span of 1-12 years after enrollment. The classifiers were evaluated on the ability to identify these subjects by only using their features recorded at the time of enrollment. Support vector machine, logistic regression, and adaptive boosting performed similarly on the dataset with F1 scores of 0.31, 0.30, and 0.28, respectively. Logistic regression had the highest sensitivity at 60% with a specificity of 69%. Predictive classifiers using primarily non-ocular features have the potential to be used for identifying suspected glaucoma in non-eye care settings, including primary care. Further research into finding additional features that improve the performance of predictive classifiers is warranted.",open-angle glaucoma; artificial neural-network; diabetic-retinopathy; macular edema; eye disease; population; prevalence; algorithm; pressure; areds
Article,"Ghosh, Swarup Kr; Ghosh, Anupam",A novel retinal image segmentation using rSVM boosted convolutional neural network for exudates detection,biomedical signal processing and control,2021,Not found,"Retinal image analysis is an emerging research field in ophthalmological disease diagnosis since falsely detected optic disc, fovea, and blood vessels have become essential levels for automated diagnosis practices. In this article, we introduce a novel retinal image segmentation based on ranking support vector machine (rSVM) with convolutional neural network in deep learning field for the detection of diabetic retinopathy. Firstly, the spatial features of the retinal images have been extracted from RGB channel and mapped into a single binary features plane by the computing of pixel by pixel score using rSVM. Thereafter, we have designed a deep convolutional neural network for the retinal image segmentation followed by automatic anomaly detection using morphological operations. The rSVM computes a score function which is more suitable for multi-level classification to binary features classification in order to reduce the overall execution time in the segmentation task. The CNN has been designed with rSVM to define a consistent feature label in the network that reduces the number of channels in the CNN which lead to fast convergence. As a consequence, we have achieved good segmentation accuracy such as 96.4%, 97% and 98.2% for three different databases through post processing steps in comparison with other existing model.",retinal image; convolutional neural network; rsvm; optic disc segmentation; exudates; froc
Proceedings Paper,"Chakravarthy, Adithi D.; Abeyrathna, Dilanga; Subramaniam, Mahadevan; Chundi, Parvathi; Halim, Muhammad Sohail; Hasanreisoglu, Murat; Sepah, Yasir J.; Quan Dong Nguyen",An Approach Towards Automatic Detection of Toxoplasmosis using Fundus Images,2019 ieee 19th international conference on bioinformatics and bioengineering (bibe),2019,Not found,Ocular Toxoplasmosis (OT) is a widespread infectious chorioretinal disease whose timely diagnosis and treatment are crucial to prevent potential vision loss. Diagnosing OT is a challenging task ranging from tedious analyses of fundus images of the eye to serological clinical tests. An automated approach using convolutional neural networks (CNNs) towards diagnosing OT by analyzing fundus images is described. Fundus images are segmented to patches using a sliding window and are classified into healthy and unhealthy fundus image patches using a CNN model. An OT lesion heat map of a fundus image is generated from these patches. The heat map and patch features are then combined to develop a dual input hybrid CNN model detecting OT fundus images with high accuracy. The approach was applied to a dataset of fundus images involving OT and normal subjects and was highly effective in identifying fundus images having OT lesions.,neural networks; deep learning; medical imaging; ocular toxoplasmosis
Article,"Gende, Mateo; De Moura, Joaquim; Novo, Jorge; Charlon, Pablo; Ortega, Marcos",Automatic Segmentation and Intuitive Visualisation of the Epiretinal Membrane in 3D OCT Images Using Deep Convolutional Approaches,ieee access,2021,Not found,"Epiretinal Membrane (ERM) is a disease caused by a thin layer of scar tissue that is formed on the surface of the retina. When this membrane appears over the macula, it can cause distorted or blurred vision. Although normally idiopathic, its presence can also be indicative of other pathologies such as diabetic macular edema or vitreous haemorrhage. ERM removal surgery can preserve more visual acuity the earlier it is performed. For this purpose, we present a fully automatic segmentation system that can help the clinicians to determine the ERM presence and location over the eye fundus using 3D Optical Coherence Tomography (OCT) volumes. The proposed system uses a convolutional neural network architecture to classify patches of the retina surface. All the 2D OCT slices of the 3D OCT volume of a patient are combined to produce an intuitive colour map over the 2D fundus reconstruction, providing a visual representation of the presence of ERM which therefore facilitates the diagnosis and treatment of this relevant eye disease. A total of 2.428 2D OCT slices obtained from 20 OCT 3D volumes was used in this work. To validate the designed methodology, several representative experiments were performed. We obtained satisfactory results with a Dice Coefficient of 0.826 +/- 0.112 and a Jaccard Index of 0.714 +/- 0.155, proving its applicability for diagnosis purposes. The proposed system also demonstrated its simplicity and competitive performance with respect to other state-of-the-art approaches.",retina; feature extraction; diseases; visualization; three-dimensional displays; pathology; image segmentation; epiretinal membrane; machine learning; medical diagnostic imaging; optical coherence tomography
Review,"Louka, Anna Maria; Tsagkaris, Christos; Christoforou, Panagiotis; Khan, Andleeb; Alexiou, Filia; Simou, Panagiota; Haranas, Ioannis; Gkigkitzis, Ioannis; Zouganelis, Georgios; Jha, Niraj Kumar; Uddin, Md Sahab; Shen, Bairong; Kamal, Mohammad A.; Ashraf, Ghulam Md; Alexiou, Athanasios",Current Trends of Computational Tools in Geriatric Medicine and Frailty Management,frontiers in bioscience-landmark,2022,Not found,"While frailty corresponds to a multisystem failure, geriatric assessment can recognize multiple pathophysiological lesions and age changes. Up to now, a few frailty indexes have been introduced, presenting definitions of psychological problems, dysregulations in nutritional intake, behavioral abnormalities, and daily functions, genetic, environmental, and cardiovascular comorbidities. The geriatric evaluation includes a vast range of health professionals; therefore, we describe a broad range of applications and frailty scales-biomarkers to investigate and formulate the relationship between frailty lesions, diagnosis, monitoring, and treatment. Additionally, artificial intel-ligence applications and computational tools are presented, targeting a more efficacy individualized geriatric management of healthy aging.",aging; artificial intelligence; bioinformatics; brain -computer interface; dementia; expert systems; frailty; geriatrics
